name,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Mad Mex - Shadyside,http://www.yelp.com/biz/mad-mex-shadyside-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,202,3.5,"Come for the margs, stay for the apps!Chain restaurants don't usually speak to me, but there's a special place in my heart for Mad Mex.

My favorite time to...",Shadyside,40.458283,-79.925318,mexican,food
Mad Mex - South Hills,http://www.yelp.com/biz/mad-mex-south-hills-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,87,3.5,I absolutely love the atmosphere. Their margaritas are really good. The mango is the best.  Even the original is worth trying.  Get the XX Cheese (queso)....,,40.39076233,-80.07076263,mexican,food
Madonna's Mediterranean Cuisine,http://www.yelp.com/biz/madonnas-mediterranean-cuisine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,"Best Mediterranean food in downtown Pittsburgh! 

Great people inside too, very friendly.",Downtown,40.4389554,-79.9993319,restaurants,food
Maggie's Farm Rum,http://www.yelp.com/biz/maggies-farm-rum-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I love this place! From the outside you would have no idea what is in store inside. You think you're going into a sketchy warehouse when in fact, you open...",Strip District,40.4617996,-79.9701224,nightlife,nightlife
Make Your Mark,http://www.yelp.com/biz/make-your-mark-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"It's true! Make Your Mark is as adorable and comfortable as other reviewers report. It's a shame that it's taken me so long to get here!

We loved the...",Point Breeze,40.4503403,-79.9145126,coffee,food
Mancini's Bread Company,http://www.yelp.com/biz/mancinis-bread-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"Whether you're there for one of the many yummy varieties of bread or, like me, a devoted fan of their pepperoni rolls, Mancini's is a must-stop for anyone...",Strip District,40.45018,-79.985764,bakeries,food
Manor Theatre,http://www.yelp.com/biz/manor-theatre-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4.5,"I'd been looking forward to turning 21 for the sole purpose of going to the Manor to get a drink while watching my movie. 

I've been countless times over...",Squirrel Hill,40.43721599,-79.92280729,arts,arts
Manpasand Spice Corner,http://www.yelp.com/biz/manpasand-spice-corner-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,3,4.5,"Nice little place hidden at the far end of the Scott Towne Center. Everything I ever wanted in terms of Indian ingredients, I have been able to find here....",,40.390831,-80.0709534,ethnicmarkets,food
Me Lyng Restaurant,http://www.yelp.com/biz/me-lyng-restaurant-homestead?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,3,"This is my favorite Chinese restaurant. They also serve Vietnamese varieties

I could not choose what my favorite dish is! I always try to get somthing...",Homestead,40.40505219,-79.91395569,vietnamese,food
Meat & Potatoes,http://www.yelp.com/biz/meat-and-potatoes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1006,4,"My boyfriend and I went to brunch a couple Saturday's ago with a couple of good friends from out of town. None of us had been here for brunch or dinner, we...",Downtown,40.44314459,-80.00110379,newamerican,food
Mellon Park,http://www.yelp.com/biz/mellon-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,"I visited the park for the first time for ""Bach, Beethoven and Brunch""
This free concert features a wide variety of classical and instrumental groups every...",Shadyside,40.45282222,-79.92090762,active,active
Mercurio's,http://www.yelp.com/biz/mercurios-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,224,4,This review is strictly based on the gelato. But the amount of flavors and quality of gelato is just. so. good. Whether it's 5 degrees or 95 degrees I don't...,Shadyside,40.45165,-79.93299,pizza,food
"Metamorphosis Organic Salon, Spa and Wellness Studio",http://www.yelp.com/biz/metamorphosis-organic-salon-spa-and-wellness-studio-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4.5,"I'm a guy, & I like getting my hair cut here. Also the massage therapists they have there are great at deep tissue Swedish stuff. 

Try this place out,...",Lawrenceville,40.478637,-79.955167,active,active
Michael's Pizza Bar & Restaurant,http://www.yelp.com/biz/michaels-pizza-bar-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"My Boyfriend and I had just returned from a Trip to NYC and it was NYE.  We wanted something delicious, but quick without having a crazy prices for NYE and...",South Side,40.42624,-79.96823,pizza,food
Mid-Atlantic Mercantile,http://www.yelp.com/biz/mid-atlantic-mercantile-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,8,5,Best boutique in Lawrenceville!  The owner has a great eye.  I love my Delphine Kimono!,Lawrenceville,40.4719669,-79.959546,shopping,shopping
Mike Feinberg Company,http://www.yelp.com/biz/mike-feinberg-company-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,4.5,"I freakin' love this place. Anything you could possibly want, they've got it. And probably a lot of stuff that you don't want. 

I loved that everyone...",Strip District,40.4502296,-79.9847565,shopping,shopping
Miss Saigon88,http://www.yelp.com/biz/miss-saigon88-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,3.5,"Being new to Pittsburgh I have been somewhat underwhelmed by the choices in Vietnamese Pho restaurants. However, I ordered Pho today from Miss Saigon 88...",Oakland,40.45124743,-79.95148413,vietnamese,food
Monterey Pub,http://www.yelp.com/biz/monterey-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4.5,My husband's uncle suggested this little gem for beers and grub after a Pitt game and was super excited to introduce us young folk to a new place. He loves...,North Side,40.45562,-80.0132299,nightlife,nightlife
Moonlite Cafe,http://www.yelp.com/biz/moonlite-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,4.5,Great food everytime love the moonlite chicken sandwich... The sampler platter is amazing you get so much food for such a great price !,Brookline,40.39546585,-80.02290344,italian,food
Moonlite Express,http://www.yelp.com/biz/moonlite-express-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,3.5,"I recently ordered Szechuan tofu, the small portion cost me $6 and change plus tip. The rice was nice and fluffy instead of sticky and clumped together. The...",Oakland,40.44353867,-79.95469666,ethnicmarkets,food
Muddy Waters Oyster Bar,http://www.yelp.com/biz/muddy-waters-oyster-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,This place has a great atmosphere. The servers and the cooks were extremely nice. We took advantage of the bloody Mary bar even though we got there a little...,East Liberty,40.46021271,-79.925354,nightlife,nightlife
Murray Avenue Grill,http://www.yelp.com/biz/murray-avenue-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,100,4,"My go bar in squirrel hill whenever I'm not at the cage!
The food here is fantastic, check out their specials because you'll find some great deals, my...",Squirrel Hill,40.43726,-79.9231,newamerican,food
My Ngoc Restaurant,http://www.yelp.com/biz/my-ngoc-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,3,"Forget Subway - here's where I'll get my 5-dollar footlong. The Banh Mi outside is all I ever do here, so I can't say much for the inside. 

The new owner...",Strip District,40.4519844,-79.9824066,vietnamese,food
Namaste India,http://www.yelp.com/biz/namaste-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,3,"Restaurant is difficult to find. You need to go through the hotel. Place is OK, simple interior but clean. They have buffet and menu. I went for salad and...",Banksville,40.4202995,-80.0301208,indpak,food
Napoli Pizzeria,http://www.yelp.com/biz/napoli-pizzeria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4,"I've been going to Napoli's for years now since I work right next door. 
Great Staff! They know exactly what I want as soon as I step into their place.
They...",Squirrel Hill,40.434399,-79.9229828,pizza,food
National Aviary,http://www.yelp.com/biz/national-aviary-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,85,4.5,Fun and interesting place for young and old to see and learn more about exotic birds. The volunteers are keen to explain to you everything about the birds'...,North Side,40.45343158,-80.01047299,arts,arts
New Way Gourmet,http://www.yelp.com/biz/new-way-gourmet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,4.5,"I can't sing new way's praises enough. I live a hop, skip and a jump away from this gem and checked it out for the first time after some Arsenal workers...",Lawrenceville,40.4645004,-79.9602203,pizza,food
Nicky's Thai Kitchen,http://www.yelp.com/biz/nickys-thai-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,270,4,OMG. This place is amazing!! We sat outside on the patio even though it was a bit cold. My husband whined about it like a baby- but I thought it was fine...,North Side,40.4522,-80.01626,thai,food
No. 1 Sushi Sushi,http://www.yelp.com/biz/no-1-sushi-sushi-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"Spicy Tuna roll is the best in the city and spicy salmon is pretty good too. You will not be disappointed with the quality of No. 1. 

I usually end up here...",Downtown,40.441062,-80.002126,sushi,food
Noodlehead,http://www.yelp.com/biz/noodlehead-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,439,4,My Saturday night staple. This is the place I take out of towners when I want to give them a taste of modern Pittsburgh (people think that Primanti's is...,Shadyside,40.457748,-79.925491,thai,food
North Hills Grill,http://www.yelp.com/biz/north-hills-grill-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4.5,"GOODNESS...
What a hidden gem! I've driven by this location numerous times and never thought to drop in but I sure am I glad I did today!

I ordered online...",West View,40.520824,-80.026024,sandwiches,food
NU Jewish Bistro,http://www.yelp.com/biz/nu-jewish-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,I've only had their reuben and it was delicious. Can't wait to go back again.,Squirrel Hill,40.4375577,-79.92282,sandwiches,food
Oishii Bento,http://www.yelp.com/biz/oishii-bento-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,164,4,"Black clouds filled the sky, thunder rumbling in the distance. Or was that my stomach? I was running low on energy and knew it wouldn't be long before I was...",Oakland,40.441902,-79.957138,sushi,food
Ou's International,http://www.yelp.com/biz/ous-international-wilkinsburg?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,5,"Living so many years in Chicago I've become accustom to authentic Asian food. Be it, Thai, Chinese, or Japanese I developed a taste for quality food with...",,40.44377,-79.8842899,ethnicmarkets,food
Pageboy Salon & Boutique,http://www.yelp.com/biz/pageboy-salon-and-boutique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I don't live in Pittsburgh anymore, but I almost wish I did so I could still get my hair cut at Pageboy! Moving to a new city with many more options (and...",Lawrenceville,40.46584,-79.96527,shopping,shopping
Paint Monkey,http://www.yelp.com/biz/paint-monkey-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,5,This place is fun! I met some friends there to do a painting of Marilyn Monroe. I've also done Paint Nite and what makes this place different is they sketch...,Lawrenceville,40.4728699,-79.9639206,arts,arts
Paris 66,http://www.yelp.com/biz/paris-66-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,3.5,Went for brunch today.  It is a quaint little place with a wonderful atmosphere.  I had the Paris 66 Brunch with a chocolate croissant. The crepes and eggs...,Shadyside,40.459956,-79.92427,french,food
Parker's PGH,http://www.yelp.com/biz/parkers-pgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4.5,"I LOVE this place.  If you're remotely close to the Dormont area and want a sandwich, stop by.  The staff is always great, and being such a small shop you...",Dormont,40.39554231,-80.03506914,sandwiches,food
"Pastoli's Pizza, Pasta & Paisans",http://www.yelp.com/biz/pastolis-pizza-pasta-and-paisans-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Hands down the best Pizza in Squirrel Hill area.  The rest are just cruising on past accolades and lets face it don't measure up in 2016.

If you haven't...",Squirrel Hill,40.43586731,-79.92314148,pizza,food
Patron Mexican Grill,http://www.yelp.com/biz/patron-mexican-grill-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,3.5,"At first, I was like ehhh this is slightly pricey for Mexican food, but their portions are HUGE! I ordered the steak fajitas and had 3 plates of food...",East Liberty,40.46017013,-79.92492154,mexican,food
Pavement,http://www.yelp.com/biz/pavement-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"If there is one store in all of Pittsburgh that best expresses my fashion point of view, it is without a doubt Pavement. Sophisticated, cool and funky all...",Lawrenceville,40.466248,-79.964973,shopping,shopping
"Peace, Love & LIttle Donuts",http://www.yelp.com/biz/peace-love-and-little-donuts-bethel-park?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,16,3.5,Didn't even realize they have a store in the South Hills until I saw it on Yelp.  I took my nephews and niece here after a soccer game.  Warning - the...,,40.34423232,-80.02609313,donuts,food
"Peace, Love and Little Donuts",http://www.yelp.com/biz/peace-love-and-little-donuts-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,138,3.5,I didn't even know this place was open about their political views until I read other Yelp reviews but it's really just about the doughnuts for me. The...,Strip District,40.45208797,-79.98412192,donuts,food
Penn Ave Fish Company,http://www.yelp.com/biz/penn-ave-fish-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,200,4.5,"Part market, part restaurant, and both work so well together. Not only is the fish fresh as can be, but the prices are quite reasonable for the...",Strip District,40.452309,-79.981819,sushi,food
People's Indian Restaurant,http://www.yelp.com/biz/peoples-indian-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,52,3.5,"I've enjoyed eating at People's Indian Restaurant for years. I appreciate the authentic cuisine, the reasonable prices and excellent service.

The menu has...",Garfield,40.46498489,-79.94121552,indpak,food
Peppi's,http://www.yelp.com/biz/peppis-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,66,4.5,"I am driving from Virginia to Seattle with my two dogs and a trailer of my things. Needless to say, I'm exhausted and it's only the beginning. I told my...",North Side,40.4516599,-80.01756,sandwiches,food
Perspolis Hookah Lounge,http://www.yelp.com/biz/perspolis-hookah-lounge-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,I've been coming here for a few months and the hookah has smoked amazing every time: great flavor and smooth.  I've tried three other places in Pitt and...,Oakland,40.45225525,-79.952034,cafes,food
Phantom of the Attic,http://www.yelp.com/biz/phantom-of-the-attic-pittsburgh-5?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,"A really well organized and well run Comic shop. The floor is incredibly spacious, neat and they have a great selection of titles from all over. When i...",Oakland,40.44489,-79.9484,shopping,shopping
Phipps Conservatory and Botanical Gardens,http://www.yelp.com/biz/phipps-conservatory-and-botanical-gardens-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,175,4.5,"I've been going to Phipps since I was a young kid, over 17 years. It continues to impress, even in the coldest of months, with it's stunning floral...",Oakland,40.439248,-79.947347,arts,arts
Pho Kim 88,http://www.yelp.com/biz/pho-kim-88-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,75,4,"Pho Kim is AWESOME!  Seriously one of my top 2 Asian restaurants in the Pittsburgh area.  If you o, be sure to try the Pho.  If you are adventurous, don't...",,40.360363,-80.029007,vietnamese,food
Pho Minh,http://www.yelp.com/biz/pho-minh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,"I love this place. This is the third Vietnamese places in Pittsburgh that I've tried and so far (Tan Lac Vien and Tram's Kitchen), I think this is the best...",Garfield,40.4653702,-79.944519,vietnamese,food
Pho Van,http://www.yelp.com/biz/pho-van-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,120,3.5,I'm quite used to Vietnamese restaurants that are both tiny and lacking in ambiance in this city and many others. That wasn't a deterrent for us and it...,Strip District,40.4519857,-79.9824067,vietnamese,food
Piccolo Forno,http://www.yelp.com/biz/piccolo-forno-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,264,4,"I feel like I wouldn't be doing anybody any favors if I didn't lead this review off with some down and dirty facts. Fact number one, our server was...",Lawrenceville,40.4670906,-79.9644394,pizza,food
Piper's Pub,http://www.yelp.com/biz/pipers-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,247,4.5,"Came here at 10:45 with my husband for a late night snack and a beer. The bartender was super nice and accommodating, honored requests for extra lemon in...",South Side,40.42843246,-79.9794693,restaurants,food
Pitaland,http://www.yelp.com/biz/pitaland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,4.5,"What an absolute gem to find in Brookline. Had a bit of time to grab lunch in Brookline today. This particular neighborhood is one I don't get to much, so...",Brookline,40.39487,-80.02208,cafes,food
Pittsburgh Penguins,http://www.yelp.com/biz/pittsburgh-penguins-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"5 stars for a 5 star team.  Thanks you Pens for a lifetime if awesomeness.  Sure there have been some frustrating years but overall, you have recruited,...",Downtown,40.4392204,-79.9905014,arts,arts
Pittsburgh Winery,http://www.yelp.com/biz/pittsburgh-winery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"Fabulous entrance, like entering the gates of an Italian villa'. Homey entrance hugged by carafes made into retail displays. 

Winery has two floors....",Strip District,40.457335,-79.975468,arts,arts
Pizza Italia,http://www.yelp.com/biz/pizza-italia-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4,This is the best pizza in Pittsburgh. They use only the freshest ingredients and are reasonably priced. I love the combination of freshly grated cheeses and...,Bloomfield,40.462719,-79.9514999,pizza,food
Pizza Perfectta,http://www.yelp.com/biz/pizza-perfectta-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,61,4,"It's not a complete weekend for me without a stop at Pizza Perfectta. Pittsburgh pizza shops can be hit or miss, but these folks get it right. 

The pizza...",Shadyside,40.4572601,-79.9253998,pizza,food
Pizza Taglio,http://www.yelp.com/biz/pizza-taglio-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,53,4,"Pizza Taglio, I love ya. I might have to say that this is the best gourmet pizza in the 'Burgh. I went here for dinner with 3 friends and we ordered 3...",East Liberty,40.46025194,-79.92502749,pizza,food
Point State Park,http://www.yelp.com/biz/point-state-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4.5,"[Vacationer from St. Pete, Fl reporting...]

QUINTESSENTIAL 'I'M IN PITTSBURGH' PHOTO SPOT
Click! Selfie. Oops I didn't capture the fountain, buildings,...",Downtown,40.4417992,-80.0071335,active,active
Prantl's Bakery,http://www.yelp.com/biz/prantls-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,128,4,It is a wait because they are a popular bakery. I went in hoping they would have a cake for my mom and dads anniversary. And was very happy that they could...,Shadyside,40.45166779,-79.93291473,bakeries,food
Prestogeorge Fine Foods,http://www.yelp.com/biz/prestogeorge-coffee-and-tea-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,What a cute little place. Stopped in for a cup of (much needed) coffee and I was not disappointed!! Their selection of flavored lattes is unique and...,Strip District,40.450211,-79.98572,cafes,food
Prince of India,http://www.yelp.com/biz/prince-of-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,3,I really don't get all the hate that this places gets.  What brought us in was the offer they had on Group on.  Anyway I am a bit picky about India food...,Oakland,40.4416275,-79.95859528,indpak,food
Proper Brick Oven & Tap Room,http://www.yelp.com/biz/proper-brick-oven-and-tap-room-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,266,4,"I'm in love with this place! The food, atmosphere and service are always on point. 

The candy bacon is absolutely amazing and a must to start with and any...",Downtown,40.4435995,-80.0003448,pizza,food
Pusadee's Garden,http://www.yelp.com/biz/pusadees-garden-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,186,4,"Pusadee's is probably the best Thai restaurant in the city and IMO, I would rank it next to Nicki's  thai kitchen in downtown. We decided to go there on a...",Lawrenceville,40.48270035,-79.95195007,thai,food
Randyland,http://www.yelp.com/biz/randyland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,5,"Unique!
Just For Fun!
Whimsical!
Amazing!
Hang out!
Enjoy!",North Side,40.4580766,-80.0098045,shopping,shopping
Red Orchid,http://www.yelp.com/biz/red-orchid-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,74,4,"Love this place! Friendly staff, great food and no wimpy heat index. I've tried a few different things on their menu and all have been fantastic!",,40.54310608,-80.02893829,thai,food
Red Tea House,http://www.yelp.com/biz/red-tea-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,26,4,"I've been wanting to try this place, nestled in the Virginia Manor shopping center...but I'm also really lazy on Sunday nights. The convenience of ordering...",,40.392513,-80.065826,sushi,food
Rex Theater,http://www.yelp.com/biz/rex-theater-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,33,4,There is no one in a 500 mile radius that works harder than Grey Area Productions. They bring you the finest of original acts that the world has to offer in...,South Side,40.4287151,-79.9825489,arts,arts
Rey Azteca,http://www.yelp.com/biz/rey-azteca-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,42,4.5,Best Mexican food in Pittsburgh! Service is amazing. The food is SO good! All the stars. It's lucky too!! I went on my first date with my husband there :),,40.429105,-79.810933,mexican,food
Reyna Foods,http://www.yelp.com/biz/reyna-foods-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,88,4,"This review is for the restaurant only, not the grocery store or the taco stand

If you want authentic Mexican food this is the place to get it in...",Strip District,40.45158,-79.9834824,mexican,food
Root 174,http://www.yelp.com/biz/root-174-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,123,4,"One of the best meals I've had in a long time. We started off with the coffee confit wings and mussels, both delicious. The wings were crispy and well...",,40.43253,-79.8935599,newamerican,food
Row House Cinema,http://www.yelp.com/biz/row-house-cinema-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"As Mary Poppins would say, Row House Cinema is,""Practically perfect in every way.""

If you are looking for the best date night of your life, then I have you...",Lawrenceville,40.470043,-79.961151,arts,arts
Roxanne's Dried Flowers,http://www.yelp.com/biz/roxannes-dried-flowers-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,4,"love perusing this local shop.
the strip district is a unique area of restaurants, produce vendors, and markets. 
when you walk in to roxanne's you're not...",Strip District,40.45214844,-79.98290253,shopping,shopping
S.W. Randall Toyes & Giftes,http://www.yelp.com/biz/s-w-randall-toyes-and-giftes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4.5,"Seriously, this place is awesome. Needed a toy for my son, while I'm at a conference, and thought I'd slip in for a few minutes and get the job done. Yeah,...",Downtown,40.44228584,-79.99708302,shopping,shopping
S&D Polish Deli,http://www.yelp.com/biz/s-and-d-polish-deli-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,107,4.5,"If you're craving a filling, hearty Polish meal like your babcia used to make, you need to get yourself down to the Strip District and give S&D Polish Deli...",Strip District,40.4523578,-79.9820206,ethnicmarkets,food
Salim's Middle Eastern Food Store,http://www.yelp.com/biz/salims-middle-eastern-food-store-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4.5,"So glad we were able to discover this little shop, which surprisingly doubles as a small sit-down restaurant. When you walk in you will first see the...",Bloomfield,40.45269415,-79.94949929,ethnicmarkets,food
Sam's Sun Sandwich,http://www.yelp.com/biz/sams-sun-sandwich-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,5,"Went to Sam's after reading some of the reviews and living relatively close by. Ordered a chicken gyro, spinach pie and grape leaves. Was not...",Carrick,40.384926,-79.978539,sandwiches,food
